Data;CH4;CO2;O2;H2S;N2
20/06/2024 02:45:30;;;;;
20/06/2024 02:45:40;;;;;
20/06/2024 02:45:50;;;;;
20/06/2024 02:46:00;;;;;
20/06/2024 02:46:10;;;;;
20/06/2024 02:46:20;;;;;
20/06/2024 02:46:30;;;;;
20/06/2024 02:46:40;;;;;
20/06/2024 02:46:50;;;;;
20/06/2024 02:47:00;;;;;
20/06/2024 02:47:10;;;;;
20/06/2024 02:47:20;;;;;
20/06/2024 02:47:30;;;;;
20/06/2024 02:47:40;;;;;
20/06/2024 02:47:50;;;;;
20/06/2024 02:48:00;;;;;
20/06/2024 02:48:10;;;;;
20/06/2024 02:48:20;;;;;
20/06/2024 02:48:30;;;;;
20/06/2024 02:48:40;;;;;
20/06/2024 02:48:50;;;;;
20/06/2024 02:49:00;;;;;
20/06/2024 02:49:10;;;;;
20/06/2024 02:49:20;;;;;
20/06/2024 02:49:30;;;;;
20/06/2024 02:49:40;;;;;
20/06/2024 02:49:50;;;;;
20/06/2024 02:50:00;;;;;
20/06/2024 02:50:10;;;;;
20/06/2024 02:50:20;;;;;
20/06/2024 02:50:30;;;;;
20/06/2024 02:50:40;;;;;
20/06/2024 02:50:50;;;;;
20/06/2024 02:51:00;;;;;
20/06/2024 02:51:10;;;;;
20/06/2024 02:51:20;;;;;
20/06/2024 02:51:30;;;;;
20/06/2024 02:51:40;;;;;
20/06/2024 02:51:50;;;;;
20/06/2024 02:52:00;;;;;
20/06/2024 02:52:10;;;;;
20/06/2024 02:52:20;;;;;
20/06/2024 02:52:30;;;;;
20/06/2024 02:52:40;;;;;
20/06/2024 02:52:50;;;;;
20/06/2024 02:53:00;;;;;
20/06/2024 02:53:10;;;;;
20/06/2024 02:53:20;;;;;
20/06/2024 02:53:30;;;;;
20/06/2024 02:53:40;;;;;
20/06/2024 02:53:50;;;;;
20/06/2024 02:54:00;;;;;
20/06/2024 02:54:10;;;;;
20/06/2024 02:54:20;;;;;
20/06/2024 02:54:30;;;;;
20/06/2024 02:54:40;;;;;
20/06/2024 02:54:50;;;;;
20/06/2024 02:55:00;;;;;
20/06/2024 02:55:10;;;;;
20/06/2024 02:55:20;;;;;
20/06/2024 02:55:30;;;;;
20/06/2024 02:55:40;;;;;
20/06/2024 02:55:50;;;;;
20/06/2024 02:56:00;;;;;
20/06/2024 02:56:10;;;;;
20/06/2024 02:56:20;;;;;
20/06/2024 02:56:30;;;;;
20/06/2024 02:56:40;;;;;
20/06/2024 02:56:50;;;;;
20/06/2024 02:57:00;;;;;
20/06/2024 02:57:10;;;;;
20/06/2024 02:57:20;;;;;
20/06/2024 02:57:30;;;;;
20/06/2024 02:57:40;;;;;
20/06/2024 02:57:50;;;;;
20/06/2024 02:58:00;;;;;
20/06/2024 02:58:10;;;;;
20/06/2024 02:58:20;;;;;
20/06/2024 02:58:30;;;;;
20/06/2024 02:58:40;;;;;
20/06/2024 02:58:50;;;;;
20/06/2024 02:59:00;;;;;
20/06/2024 02:59:10;;;;;
20/06/2024 02:59:20;;;;;
20/06/2024 02:59:30;;;;;
20/06/2024 02:59:40;;;;;
20/06/2024 02:59:50;;;;;
20/06/2024 03:00:00;;;;;
20/06/2024 03:00:10;;;;;
20/06/2024 03:00:20;;;;;
20/06/2024 03:00:30;;;;;
20/06/2024 03:00:40;;;;;
20/06/2024 03:00:50;;;;;
20/06/2024 03:01:00;;;;;
20/06/2024 03:01:10;;;;;
20/06/2024 03:01:20;;;;;
20/06/2024 03:01:30;;;;;
20/06/2024 03:01:40;;;;;
20/06/2024 03:01:50;;;;;
20/06/2024 03:02:00;;;;;
20/06/2024 03:02:10;;;;;
20/06/2024 03:02:20;;;;;
20/06/2024 03:02:30;;;;;
20/06/2024 03:02:40;;;;;
20/06/2024 03:02:50;;;;;
20/06/2024 03:03:00;;;;;
20/06/2024 03:03:10;;;;;
20/06/2024 03:03:20;;;;;
20/06/2024 03:03:30;;;;;
20/06/2024 03:03:40;;;;;
20/06/2024 03:03:50;;;;;
20/06/2024 03:04:00;;;;;
20/06/2024 03:04:10;;;;;
20/06/2024 03:04:20;;;;;
20/06/2024 03:04:30;;;;;
20/06/2024 03:04:40;;;;;
20/06/2024 03:04:50;;;;;
20/06/2024 03:05:00;;;;;
20/06/2024 03:05:10;;;;;
20/06/2024 03:05:20;;;;;
20/06/2024 03:05:30;;;;;
20/06/2024 03:05:40;;;;;
20/06/2024 03:05:50;;;;;
20/06/2024 03:06:00;;;;;
20/06/2024 03:06:10;;;;;
20/06/2024 03:06:20;;;;;
20/06/2024 03:06:30;;;;;
20/06/2024 03:06:40;;;;;
20/06/2024 03:06:50;;;;;
20/06/2024 03:07:00;;;;;
20/06/2024 03:07:10;;;;;
20/06/2024 03:07:20;;;;;
20/06/2024 03:07:30;;;;;
20/06/2024 03:07:40;;;;;
20/06/2024 03:07:50;;;;;
20/06/2024 03:08:00;;;;;
20/06/2024 03:08:10;;;;;
20/06/2024 03:08:20;;;;;
20/06/2024 03:08:30;;;;;
20/06/2024 03:08:40;;;;;
20/06/2024 03:08:50;;;;;
20/06/2024 03:09:00;;;;;
20/06/2024 03:09:10;;;;;
20/06/2024 03:09:20;;;;;
20/06/2024 03:09:30;;;;;
20/06/2024 03:09:40;;;;;
20/06/2024 03:09:50;;;;;
20/06/2024 03:10:00;;;;;
20/06/2024 03:10:10;;;;;
20/06/2024 03:10:20;;;;;
20/06/2024 03:10:30;;;;;
20/06/2024 03:10:40;;;;;
20/06/2024 03:10:50;;;;;
20/06/2024 03:11:00;;;;;
20/06/2024 03:11:10;;;;;
20/06/2024 03:11:20;;;;;
20/06/2024 03:11:30;;;;;
20/06/2024 03:11:40;;;;;
20/06/2024 03:11:50;;;;;
20/06/2024 03:12:00;;;;;
20/06/2024 03:12:10;;;;;
20/06/2024 03:12:20;;;;;
20/06/2024 03:12:30;;;;;
20/06/2024 03:12:40;;;;;
20/06/2024 03:12:50;;;;;
20/06/2024 03:13:00;;;;;
20/06/2024 03:13:10;;;;;
20/06/2024 03:13:20;;;;;
20/06/2024 03:13:30;;;;;
20/06/2024 03:13:40;;;;;
20/06/2024 03:13:50;;;;;
20/06/2024 03:14:00;;;;;
20/06/2024 03:14:10;;;;;
20/06/2024 03:14:20;;;;;
20/06/2024 03:14:30;;;;;
20/06/2024 03:14:40;;;;;
20/06/2024 03:14:50;;;;;
20/06/2024 03:15:00;;;;;
20/06/2024 03:15:10;;;;;
20/06/2024 03:15:20;;;;;
20/06/2024 03:15:30;;;;;
20/06/2024 03:15:40;;;;;
20/06/2024 03:15:50;;;;;
20/06/2024 03:16:00;;;;;
20/06/2024 03:16:10;;;;;
20/06/2024 03:16:20;;;;;
20/06/2024 03:16:30;;;;;
20/06/2024 03:16:40;;;;;
20/06/2024 03:16:50;;;;;
20/06/2024 03:17:00;;;;;
20/06/2024 03:17:10;;;;;
20/06/2024 03:17:20;;;;;
20/06/2024 03:17:30;;;;;
20/06/2024 03:17:40;;;;;
20/06/2024 03:17:50;;;;;
20/06/2024 03:18:00;;;;;
20/06/2024 03:18:10;;;;;
20/06/2024 03:18:20;;;;;
20/06/2024 03:18:30;;;;;
20/06/2024 03:18:40;;;;;
20/06/2024 03:18:50;;;;;
20/06/2024 03:19:00;;;;;
20/06/2024 03:19:10;;;;;
20/06/2024 03:19:20;;;;;
20/06/2024 03:19:30;;;;;
20/06/2024 03:19:40;;;;;
20/06/2024 03:19:50;;;;;
20/06/2024 03:20:00;;;;;
20/06/2024 03:20:10;;;;;
20/06/2024 03:20:20;;;;;
20/06/2024 03:20:30;;;;;
20/06/2024 03:20:40;;;;;
20/06/2024 03:20:50;;;;;
20/06/2024 03:21:00;;;;;
20/06/2024 03:21:10;;;;;
20/06/2024 03:21:20;;;;;
20/06/2024 03:21:30;;;;;
20/06/2024 03:21:40;;;;;
20/06/2024 03:21:50;;;;;
20/06/2024 03:22:00;;;;;
20/06/2024 03:22:10;;;;;
20/06/2024 03:22:20;;;;;
20/06/2024 03:22:30;;;;;
20/06/2024 03:22:40;;;;;
20/06/2024 03:22:50;;;;;
20/06/2024 03:23:00;;;;;
20/06/2024 03:23:10;;;;;
20/06/2024 03:23:20;;;;;
20/06/2024 03:23:30;;;;;
20/06/2024 03:23:40;;;;;
20/06/2024 03:23:50;;;;;
20/06/2024 03:24:00;;;;;
20/06/2024 03:24:10;;;;;
20/06/2024 03:24:20;;;;;
20/06/2024 03:24:30;;;;;
20/06/2024 03:24:40;;;;;
20/06/2024 03:24:50;;;;;
20/06/2024 03:25:00;;;;;
20/06/2024 03:25:10;;;;;
20/06/2024 03:25:20;;;;;
20/06/2024 03:25:30;;;;;
20/06/2024 03:25:40;;;;;
20/06/2024 03:25:50;;;;;
20/06/2024 03:26:00;;;;;
20/06/2024 03:26:10;;;;;
20/06/2024 03:26:20;;;;;
20/06/2024 03:26:30;;;;;
20/06/2024 03:26:40;;;;;
20/06/2024 03:26:50;;;;;
20/06/2024 03:27:00;;;;;
20/06/2024 03:27:10;;;;;
20/06/2024 03:27:20;;;;;
20/06/2024 03:27:30;;;;;
20/06/2024 03:27:40;;;;;
20/06/2024 03:27:50;;;;;
20/06/2024 03:28:00;;;;;
20/06/2024 03:28:10;;;;;
20/06/2024 03:28:20;;;;;
20/06/2024 03:28:30;;;;;
20/06/2024 03:28:40;;;;;
20/06/2024 03:28:50;;;;;
20/06/2024 03:29:00;;;;;
20/06/2024 03:29:10;;;;;
20/06/2024 03:29:20;;;;;
20/06/2024 03:29:30;;;;;
20/06/2024 03:29:40;;;;;
20/06/2024 03:29:50;;;;;
20/06/2024 03:30:00;;;;;
20/06/2024 03:30:10;;;;;
20/06/2024 03:30:20;;;;;
20/06/2024 03:30:30;;;;;
20/06/2024 03:30:40;;;;;
20/06/2024 03:30:50;;;;;
20/06/2024 03:31:00;;;;;
20/06/2024 03:31:10;;;;;
20/06/2024 03:31:20;;;;;
20/06/2024 03:31:30;;;;;
20/06/2024 03:31:40;;;;;
20/06/2024 03:31:50;;;;;
20/06/2024 03:32:00;;;;;
20/06/2024 03:32:10;;;;;
20/06/2024 03:32:20;;;;;
20/06/2024 03:32:30;;;;;
20/06/2024 03:32:40;;;;;
20/06/2024 03:32:50;;;;;
20/06/2024 03:33:00;;;;;
20/06/2024 03:33:10;;;;;
20/06/2024 03:33:20;;;;;
20/06/2024 03:33:30;;;;;
20/06/2024 03:33:40;;;;;
20/06/2024 03:33:50;;;;;
20/06/2024 03:34:00;;;;;
20/06/2024 03:34:10;;;;;
20/06/2024 03:34:20;;;;;
20/06/2024 03:34:30;;;;;
20/06/2024 03:34:40;;;;;
20/06/2024 03:34:50;;;;;
20/06/2024 03:35:00;;;;;
20/06/2024 03:35:10;;;;;
20/06/2024 03:35:20;;;;;
20/06/2024 03:35:30;;;;;
20/06/2024 03:35:40;;;;;
20/06/2024 03:35:50;;;;;
20/06/2024 03:36:00;;;;;
20/06/2024 03:36:10;;;;;
20/06/2024 03:36:20;;;;;
20/06/2024 03:36:30;;;;;
20/06/2024 03:36:40;;;;;
20/06/2024 03:36:50;;;;;
20/06/2024 03:37:00;;;;;
20/06/2024 03:37:10;;;;;
20/06/2024 03:37:20;;;;;
20/06/2024 03:37:30;;;;;
20/06/2024 03:37:40;;;;;
20/06/2024 03:37:50;;;;;
20/06/2024 03:38:00;;;;;
20/06/2024 03:38:10;;;;;
20/06/2024 03:38:20;;;;;
20/06/2024 03:38:30;;;;;
20/06/2024 03:38:40;;;;;
20/06/2024 03:38:50;;;;;
20/06/2024 03:39:00;;;;;
20/06/2024 03:39:10;;;;;
20/06/2024 03:39:20;;;;;
20/06/2024 03:39:30;;;;;
20/06/2024 03:39:40;;;;;
20/06/2024 03:39:50;;;;;
20/06/2024 03:40:00;;;;;
20/06/2024 03:40:10;;;;;
20/06/2024 03:40:20;;;;;
20/06/2024 03:40:30;;;;;
20/06/2024 03:40:40;;;;;
20/06/2024 03:40:50;;;;;
20/06/2024 03:41:00;;;;;
20/06/2024 03:41:10;;;;;
20/06/2024 03:41:20;;;;;
20/06/2024 03:41:30;;;;;
20/06/2024 03:41:40;;;;;
20/06/2024 03:41:50;;;;;
20/06/2024 03:42:00;;;;;
20/06/2024 03:42:10;;;;;
20/06/2024 03:42:20;;;;;
20/06/2024 03:42:30;;;;;
20/06/2024 03:42:40;;;;;
20/06/2024 03:42:50;;;;;
20/06/2024 03:43:00;;;;;
20/06/2024 03:43:10;;;;;
20/06/2024 03:43:20;;;;;
20/06/2024 03:43:30;;;;;
20/06/2024 03:43:40;;;;;
20/06/2024 03:43:50;;;;;
20/06/2024 03:44:00;;;;;
20/06/2024 03:44:10;;;;;
20/06/2024 03:44:20;;;;;
20/06/2024 03:44:30;;;;;
20/06/2024 03:44:40;;;;;
20/06/2024 03:44:50;;;;;
20/06/2024 03:45:00;;;;;
20/06/2024 03:45:10;;;;;
20/06/2024 03:45:20;;;;;
20/06/2024 03:45:30;;;;;
20/06/2024 03:45:40;;;;;
20/06/2024 03:45:50;;;;;
20/06/2024 03:46:00;;;;;
20/06/2024 03:46:10;;;;;
20/06/2024 03:46:20;;;;;
20/06/2024 03:46:30;;;;;
20/06/2024 03:46:40;;;;;
20/06/2024 03:46:50;;;;;
20/06/2024 03:47:00;;;;;
20/06/2024 03:47:10;;;;;
20/06/2024 03:47:20;;;;;
20/06/2024 03:47:30;;;;;
20/06/2024 03:47:40;;;;;
20/06/2024 03:47:50;;;;;
20/06/2024 03:48:00;;;;;
20/06/2024 03:48:10;;;;;
20/06/2024 03:48:20;;;;;
20/06/2024 03:48:30;;;;;
20/06/2024 03:48:40;;;;;
20/06/2024 03:48:50;;;;;
20/06/2024 03:49:00;;;;;
20/06/2024 03:49:10;;;;;
20/06/2024 03:49:20;;;;;
20/06/2024 03:49:30;;;;;
20/06/2024 03:49:40;;;;;
20/06/2024 03:49:50;;;;;
20/06/2024 03:50:00;;;;;
20/06/2024 03:50:10;;;;;
20/06/2024 03:50:20;;;;;
20/06/2024 03:50:30;;;;;
20/06/2024 03:50:40;;;;;
20/06/2024 03:50:50;;;;;
20/06/2024 03:51:00;;;;;
20/06/2024 03:51:10;;;;;
20/06/2024 03:51:20;;;;;
20/06/2024 03:51:30;;;;;
20/06/2024 03:51:40;;;;;
20/06/2024 03:51:50;;;;;
20/06/2024 03:52:00;;;;;
20/06/2024 03:52:10;;;;;
20/06/2024 03:52:20;;;;;
20/06/2024 03:52:30;;;;;
20/06/2024 03:52:40;;;;;
20/06/2024 03:52:50;;;;;
20/06/2024 03:53:00;;;;;
20/06/2024 03:53:10;;;;;
20/06/2024 03:53:20;;;;;
20/06/2024 03:53:30;;;;;
20/06/2024 03:53:40;;;;;
20/06/2024 03:53:50;;;;;
20/06/2024 03:54:00;;;;;
20/06/2024 03:54:10;;;;;
20/06/2024 03:54:20;;;;;
20/06/2024 03:54:30;;;;;
20/06/2024 03:54:40;;;;;
20/06/2024 03:54:50;;;;;
20/06/2024 03:55:00;;;;;
20/06/2024 03:55:10;;;;;
20/06/2024 03:55:20;;;;;
20/06/2024 03:55:30;;;;;
20/06/2024 03:55:40;;;;;
20/06/2024 03:55:50;;;;;
20/06/2024 03:56:00;;;;;
20/06/2024 03:56:10;;;;;
20/06/2024 03:56:20;;;;;
20/06/2024 03:56:30;;;;;
20/06/2024 03:56:40;;;;;
20/06/2024 03:56:50;;;;;
20/06/2024 03:57:00;;;;;
20/06/2024 03:57:10;;;;;
20/06/2024 03:57:20;;;;;
20/06/2024 03:57:30;;;;;
20/06/2024 03:57:40;;;;;
20/06/2024 03:57:50;;;;;
20/06/2024 03:58:00;;;;;
20/06/2024 03:58:10;;;;;
20/06/2024 03:58:20;;;;;
20/06/2024 03:58:30;;;;;
20/06/2024 03:58:40;;;;;
20/06/2024 03:58:50;;;;;
20/06/2024 03:59:00;;;;;
20/06/2024 03:59:10;;;;;
20/06/2024 03:59:20;;;;;
20/06/2024 03:59:30;;;;;
20/06/2024 03:59:40;;;;;
20/06/2024 03:59:50;;;;;
20/06/2024 04:00:00;;;;;
20/06/2024 04:00:10;;;;;
20/06/2024 04:00:20;;;;;
20/06/2024 04:00:30;;;;;
20/06/2024 04:00:40;;;;;
20/06/2024 04:00:50;;;;;
20/06/2024 04:01:00;;;;;
20/06/2024 04:01:10;;;;;
20/06/2024 04:01:20;;;;;
20/06/2024 04:01:30;;;;;
20/06/2024 04:01:40;;;;;
20/06/2024 04:01:50;;;;;
20/06/2024 04:02:00;;;;;
20/06/2024 04:02:10;;;;;
20/06/2024 04:02:20;;;;;
20/06/2024 04:02:30;;;;;
20/06/2024 04:02:40;;;;;
20/06/2024 04:02:50;;;;;
20/06/2024 04:03:00;;;;;
20/06/2024 04:03:10;;;;;
20/06/2024 04:03:20;;;;;
20/06/2024 04:03:30;;;;;
20/06/2024 04:03:40;;;;;
20/06/2024 04:03:50;;;;;
20/06/2024 04:04:00;;;;;
20/06/2024 04:04:10;;;;;
20/06/2024 04:04:20;;;;;
20/06/2024 04:04:30;;;;;
20/06/2024 04:04:40;;;;;
20/06/2024 04:04:50;;;;;
20/06/2024 04:05:00;;;;;
20/06/2024 04:05:10;;;;;
20/06/2024 04:05:20;;;;;
20/06/2024 04:05:30;;;;;
20/06/2024 04:05:40;;;;;
20/06/2024 04:05:50;;;;;
20/06/2024 04:06:00;;;;;
20/06/2024 04:06:10;;;;;
20/06/2024 04:06:20;;;;;
20/06/2024 04:06:30;;;;;
20/06/2024 04:06:40;;;;;
20/06/2024 04:06:50;;;;;
20/06/2024 04:07:00;;;;;
20/06/2024 04:07:10;;;;;
20/06/2024 04:07:20;;;;;
20/06/2024 04:07:30;;;;;
20/06/2024 04:07:40;;;;;
20/06/2024 04:07:50;;;;;
20/06/2024 04:08:00;;;;;
20/06/2024 04:08:10;;;;;
20/06/2024 04:08:20;;;;;
20/06/2024 04:08:30;;;;;
20/06/2024 04:08:40;;;;;
20/06/2024 04:08:50;;;;;
20/06/2024 04:09:00;;;;;
